date,team_home,team_away,score_home,score_away,spread_home_vegas,total_vegas
2018-12-02,NYG,CHI,30,27,4.0,44.0
2018-12-02,DET,LAR,16,30,10.5,54.0
2018-12-02,GB,ARZ,17,20,-13.5,41.0
2018-12-02,ATL,BAL,16,26,-2.5,46.5
2018-12-02,TB,CAR,24,17,3.5,52.0
2018-12-02,SEA,SF,43,16,-10.0,45.5
2018-12-03,PHI,WAS,28,13,-5.5,45.0
2018-12-06,TEN,JAX,30,9,-5.5,37.5
2018-12-09,BUF,NYJ,23,27,-4.5,37.0
2018-12-09,MIA,NE,34,33,9.5,49.5
2018-12-09,CLE,CAR,26,20,1.0,47.5
2018-12-09,HOU,IND,21,24,-4.0,49.0
2018-12-09,KC,BAL,27,24,-6.5,48.5
2018-12-09,LAC,CIN,26,21,-17.0,48.5
2018-12-09,OAK,PIT,24,21,10.5,51.0
2018-12-09,DAL,PHI,29,23,-3.5,45.5
2018-12-09,WAS,NYG,16,40,3.0,40.5
2018-12-09,CHI,LAR,15,6,3.0,51.0
2018-12-09,GB,ATL,34,20,-4.0,50.5
2018-12-09,TB,NO,14,28,10.0,54.0
2018-12-09,ARZ,DET,3,17,2.5,40.5
2018-12-09,SF,DEN,20,14,3.0,45.5
2018-12-10,SEA,MIN,21,7,-3.0,45.5
2018-12-13,KC,LAC,28,29,-3.5,54.0
2018-12-15,NYJ,HOU,22,29,7.0,44.0
2018-12-15,DEN,CLE,16,17,-1.0,47.0
2018-12-16,BUF,DET,14,13,-2.5,40.0
2018-12-16,BAL,TB,20,12,-8.5,45.0
2018-12-16,CIN,OAK,30,16,-3.0,46.0
2018-12-16,PIT,NE,17,10,2.5,56.0
2018-12-16,IND,DAL,23,0,-3.0,46.5
2018-12-16,JAX,WAS,13,16,-7.5,36.5
2018-12-16,NYG,TEN,0,17,2.5,42.0
2018-12-16,CHI,GB,24,17,-5.5,46.5
2018-12-16,MIN,MIA,41,17,-7.5,45.0
2018-12-16,ATL,ARZ,40,14,-10.0,43.5
2018-12-16,LAR,PHI,23,30,-13.5,52.5
2018-12-16,SF,SEA,26,23,3.5,44.0
2018-12-17,CAR,NO,9,12,6.0,50.5
2018-12-22,TEN,WAS,25,16,-11.5,37.5
2018-12-22,LAC,BAL,10,22,-4.0,42.5
2018-12-23,MIA,JAX,7,17,-3.0,39.5
2018-12-23,NE,BUF,24,12,-13.5,45.0
2018-12-23,NYJ,GB,38,44,3.0,47.5
2018-12-23,CLE,CIN,26,18,-10.0,44.0
2018-12-23,IND,NYG,28,27,-10.0,48.5
2018-12-23,DAL,TB,27,20,-7.5,48.0
2018-12-23,PHI,HOU,32,30,-1.0,46.5
2018-12-23,DET,MIN,9,27,6.5,42.5
2018-12-23,CAR,ATL,10,24,3.0,46.0
2018-12-23,NO,PIT,31,28,-6.5,53.0
2018-12-23,ARZ,LAR,9,31,14.5,43.0
2018-12-23,SF,CHI,9,14,4.0,44.0
2018-12-23,SEA,KC,38,31,1.0,54.5
2018-12-24,OAK,DEN,27,14,2.5,42.5
2018-12-30,BUF,MIA,42,17,-5.5,39.5
2018-12-30,NE,NYJ,38,3,-14.5,46.5
2018-12-30,BAL,CLE,26,24,-7.0,41.0
2018-12-30,PIT,CIN,16,13,-14.0,45.0
2018-12-30,HOU,JAX,20,3,-7.0,39.5
2018-12-30,TEN,IND,17,33,5.5,42.5
2018-12-30,DEN,LAC,9,23,7.0,43.5
2018-12-30,KC,OAK,35,3,-14.5,52.5
2018-12-30,NYG,DAL,35,36,-7.5,38.5
2018-12-30,WAS,PHI,0,24,6.0,42.5
2018-12-30,GB,DET,0,31,-7.5,44.5
2018-12-30,MIN,CHI,10,24,-6.0,40.5
2018-12-30,NO,CAR,14,33,-8.0,42.0
2018-12-30,TB,ATL,32,34,2.5,51.5
2018-12-30,LAR,SF,48,32,-10.5,49.5
2018-12-30,SEA,ARZ,27,24,-14.0,39.5
2019-01-05,HOU,IND,7,21,-2.0,48.5
2019-01-05,DAL,SEA,24,22,-2.5,43.0
2019-01-06,BAL,LAC,17,23,-3.0,43.0
2019-01-06,CHI,PHI,15,16,-6.5,41.5
2019-01-12,KC,IND,31,13,-4.0,54.0
2019-01-12,LAR,DAL,30,22,-7.5,48.0
2019-01-13,NE,LAC,41,28,-3.5,47.5
2019-01-13,NO,PHI,20,14,-8.5,52.0
2019-01-20,KC,NE,31,37,-3.0,56.0
2019-01-20,NO,LAR,23,26,-3.0,55.5
2019-02-03,LAR,NE,3,13,2.0,55.5
2019-09-05,CHI,GB,3,10,-3.5,47.0
2019-09-08,MIA,BAL,10,59,7.0,41.0
2019-09-08,NYJ,BUF,16,17,-2.5,41.0
2019-09-08,NE,PIT,33,3,-5.5,49.0
2019-09-08,CLE,TEN,13,43,-5.5,44.0
2019-09-08,JAX,KC,26,40,3.5,49.0
2019-09-08,LAC,IND,30,24,-6.0,44.5
2019-09-08,DAL,NYG,35,17,-7.0,44.0
2019-09-08,PHI,WAS,32,27,-10.5,44.0
2019-09-08,MIN,ATL,28,12,-3.5,47.0
2019-09-08,CAR,LAR,27,30,1.5,49.5
2019-09-08,TB,SF,17,31,-1.0,51.0
2019-09-08,ARZ,DET,27,27,2.5,45.5
2019-09-08,SEA,CIN,21,20,-9.5,44.0
2019-09-09,OAK,DEN,24,16,3.0,42.5
2019-09-09,NO,HOU,30,28,-6.5,52.0
2019-09-12,CAR,TB,14,20,-6.5,48.0
2019-09-15,MIA,NE,0,43,18.0,48.5
2019-09-15,BAL,ARI,23,17,-13.0,46.0
2019-09-15,CIN,SF,17,41,-1.0,46.0
2019-09-15,PIT,SEA,26,28,-4.0,47.0
2019-09-15,HOU,JAC,13,12,-7.5,43.0
2019-09-15,TEN,IND,17,19,-3.0,43.5
2019-09-15,DEN,CHI,14,16,3.0,41.0
2019-09-15,OAK,KC,10,28,7.0,53.5
2019-09-15,NYG,BUF,14,28,1.0,44.5
2019-09-15,WAS,DAL,21,31,6.0,46.5
2019-09-15,DET,LAC,13,10,1.0,47.0
2019-09-15,GB,MIN,21,16,-3.0,43.0
2019-09-15,ATL,PHI,24,20,1.0,53.0
2019-09-15,LAR,NO,27,9,-2.0,52.5
2019-09-16,NYJ,CLE,3,23,6.5,45.5
2019-09-19,JAX,TEN,20,7,1.5,38.0
2019-09-22,BUF,CIN,21,17,-5.5,43.5
2019-09-22,NE,NYJ,30,14,-20.5,43.0
2019-09-22,CLE,LAR,13,20,4.0,48.0
2019-09-22,IND,ATL,27,24,-1.0,48.0
2019-09-22,KC,BAL,33,28,-4.5,52.0
2019-09-22,LAC,HOU,20,27,-3.0,49.0
2019-09-22,DAL,MIA,31,6,-22.0,46.5
2019-09-22,PHI,DET,24,27,-4.0,45.0
2019-09-22,GB,DEN,27,16,-7.0,42.0
2019-09-22,MIN,OAK,34,14,-8.5,43.0
2019-09-22,TB,NYG,31,32,-5.0,48.0
2019-09-22,ARZ,CAR,20,38,-2.5,46.0
2019-09-22,SF,PIT,24,20,-6.0,44.5
2019-09-22,SEA,NO,27,33,-5.0,44.0
2019-09-23,WAS,CHI,15,31,5.0,41.0
2019-09-26,GB,PHI,27,34,-3.5,46.0
2019-09-29,BUF,NE,10,16,7.0,41.5
2019-09-29,MIA,LAC,10,30,15.0,43.5
2019-09-29,BAL,CLE,25,40,-7.5,47.0
2019-09-29,HOU,CAR,10,16,-5.5,47.5
2019-09-29,IND,OAK,24,31,-5.5,46.0
2019-09-29,DEN,JAC,24,26,-2.5,37.0
2019-09-29,NYG,WAS,24,3,-3.0,48.0
2019-09-29,CHI,MIN,16,6,1.0,38.0
2019-09-29,DET,KC,30,34,7.5,54.5
2019-09-29,ATL,TEN,10,24,-3.5,46.0
2019-09-29,NO,DAL,12,10,2.5,47.0
2019-09-29,ARZ,SEA,10,27,5.5,49.0
2019-09-29,LAR,TB,40,55,-9.0,48.5
2019-09-30,PIT,CIN,27,3,-3.5,45.5
2019-10-03,SEA,LAR,30,29,-1.5,49.0
2019-10-06,CIN,ARI,23,26,-3.0,45.0
2019-10-06,PIT,BAL,23,26,3.5,44.0
2019-10-06,HOU,ATL,53,32,-4.0,49.0
2019-10-06,TEN,BUF,7,14,-3.5,39.5
2019-10-06,KC,IND,13,19,-10.5,55.5
2019-10-06,LAC,DEN,13,20,-4.0,46.0
2019-10-06,OAK,CHI,24,21,6.5,39.5
2019-10-06,DAL,GB,24,34,-3.5,46.5
2019-10-06,NYG,MIN,10,28,5.5,44.0
2019-10-06,PHI,NYJ,31,6,-14.0,43.0
2019-10-06,WAS,NE,7,33,15.5,42.0
2019-10-06,CAR,JAC,34,27,-3.0,41.0
2019-10-06,NO,TB,31,24,-3.0,46.0
2019-10-07,SF,CLE,31,3,-5.0,47.5
2019-10-10,NE,NYG,35,14,-16.5,43.0
2019-10-13,MIA,WAS,16,17,6.0,42.0
2019-10-13,NYJ,DAL,24,22,7.0,43.5
2019-10-13,BAL,CIN,23,17,-10.5,47.0
2019-10-13,CLE,SEA,28,32,-1.0,45.5
2019-10-13,JAX,NO,6,13,-2.5,42.5
2019-10-13,DEN,TEN,16,0,-1.0,41.0
2019-10-13,KC,HOU,24,31,-3.5,54.5
2019-10-13,LAC,PIT,17,24,-6.0,42.5
2019-10-13,MIN,PHI,38,20,-3.5,44.0
2019-10-13,TB,CAR,26,37,2.0,48.5
2019-10-13,ARZ,ATL,34,33,3.0,52.5
2019-10-13,LAR,SF,7,20,-3.0,49.5
2019-10-14,GB,DET,23,22,-3.5,47.0
2019-10-17,DEN,KC,6,30,3.0,49.5
2019-10-20,BUF,MIA,31,21,-17.0,42.5
2019-10-20,CIN,JAC,17,27,4.0,44.5
2019-10-20,IND,HOU,30,23,-1.5,46.5
2019-10-20,TEN,LAC,23,20,-3.0,42.5
2019-10-20,DAL,PHI,37,10,-3.0,50.0
2019-10-20,NYG,ARI,21,27,-3.5,49.5
2019-10-20,WAS,SF,0,9,10.0,39.0
2019-10-20,CHI,NO,25,36,-4.0,37.0
2019-10-20,DET,MIN,30,42,2.5,43.5
2019-10-20,GB,OAK,42,24,-5.5,48.0
2019-10-20,ATL,LAR,10,37,3.0,54.5
2019-10-20,SEA,BAL,16,30,-3.0,49.0
2019-10-21,NYJ,NE,0,33,9.5,43.0
2019-10-24,MIN,WAS,19,9,-16.5,42.0
2019-10-27,BUF,PHI,13,31,-1.0,39.5
2019-10-27,NE,CLE,27,13,-9.5,43.0
2019-10-27,HOU,OAK,27,24,-5.0,52.0
2019-10-27,IND,DEN,15,13,-6.0,41.0
2019-10-27,JAX,NYJ,29,15,-7.0,39.5
2019-10-27,TEN,TB,27,23,-2.0,45.5
2019-10-27,KC,GB,24,31,5.0,48.0
2019-10-27,CHI,LAC,16,17,-3.5,41.0
2019-10-27,DET,NYG,31,26,-6.5,49.0
2019-10-27,ATL,SEA,20,27,7.5,48.5
2019-10-27,NO,ARI,31,9,-12.5,47.5
2019-10-27,LAR,CIN,24,10,-12.0,48.5
2019-10-27,SF,CAR,51,13,-4.5,41.0
2019-10-28,PIT,MIA,27,14,-14.0,44.0
2019-10-31,ARZ,SF,25,28,10.5,43.5
2019-11-03,BUF,WAS,24,9,-10.5,37.0
2019-11-03,MIA,NYJ,26,18,3.5,42.5
2019-11-03,BAL,NE,37,20,3.0,44.5
2019-11-03,PIT,IND,26,24,-1.0,39.5
2019-11-03,JAX,HOU,3,26,-1.0,46.0
2019-11-03,DEN,CLE,24,19,4.0,39.0
2019-11-03,KC,MIN,26,23,5.5,46.0
2019-11-03,LAC,GB,26,11,4.0,50.0
2019-11-03,OAK,DET,31,24,-2.5,51.5
2019-11-03,PHI,CHI,22,14,-5.0,41.0
2019-11-03,CAR,TEN,30,20,-3.5,43.0
2019-11-03,SEA,TB,40,34,-4.0,51.0
2019-11-04,NYG,DAL,18,37,6.5,48.5
2019-11-07,OAK,LAC,26,24,1.0,49.0
2019-11-10,NYJ,NYG,34,27,3.0,43.0
2019-11-10,CIN,BAL,13,49,10.5,44.0
2019-11-10,CLE,BUF,19,16,-3.0,42.0
2019-11-10,PIT,LAR,17,12,4.0,43.0
2019-11-10,IND,MIA,12,16,-11.0,44.5
2019-11-10,TEN,KC,35,32,5.0,49.0
2019-11-10,DAL,MIN,24,28,-3.5,48.5
2019-11-10,CHI,DET,20,13,-6.0,38.0
2019-11-10,GB,CAR,24,16,-5.0,49.0
2019-11-10,NO,ATL,9,26,-14.0,51.5
2019-11-10,TB,ARI,30,27,-5.5,51.0
2019-11-11,SF,SEA,24,27,-6.5,47.0
2019-11-14,CLE,PIT,21,7,-3.0,41.5
2019-11-17,MIA,BUF,20,37,7.0,41.5
2019-11-17,BAL,HOU,41,7,-4.0,51.0
2019-11-17,IND,JAC,33,13,-2.5,41.5
2019-11-17,OAK,CIN,17,10,-13.0,48.0
2019-11-17,PHI,NE,10,17,4.5,45.0
2019-11-17,WAS,NYJ,17,34,-1.0,37.5
2019-11-17,DET,DAL,27,35,7.5,46.5
2019-11-17,MIN,DEN,27,23,-10.0,40.5
2019-11-17,CAR,ATL,3,29,-3.5,49.0
2019-11-17,TB,NO,17,34,5.0,50.5
2019-11-17,LAR,CHI,17,7,-5.0,40.0
2019-11-17,SF,ARI,36,26,-10.0,44.0
2019-11-18,LAC,KC,17,24,5.5,52.5
2019-11-21,HOU,IND,20,17,-3.5,46.0
2019-11-24,BUF,DEN,20,3,-3.5,37.0
2019-11-24,NYJ,OAK,34,3,3.5,45.0
2019-11-24,NE,DAL,13,9,-5.5,44.0
2019-11-24,CIN,PIT,10,16,5.5,37.5
2019-11-24,CLE,MIA,41,24,-11.0,45.5
2019-11-24,TEN,JAC,42,20,-4.5,42.0
2019-11-24,PHI,SEA,9,17,1.0,45.5
2019-11-24,WAS,DET,19,16,4.0,39.0
2019-11-24,CHI,NYG,19,14,-6.0,41.0
2019-11-24,ATL,TB,22,35,-3.5,51.5
2019-11-24,NO,CAR,34,31,-10.0,46.0
2019-11-24,SF,GB,37,8,-3.0,48.0
2019-11-25,LAR,BAL,6,45,3.5,47.0
2019-11-28,DAL,BUF,15,26,-6.5,46.5
2019-11-28,DET,CHI,20,24,5.5,37.5
2019-11-28,ATL,NO,18,26,7.0,48.0
2019-12-01,MIA,PHI,37,31,10.5,45.0
2019-12-01,BAL,SF,20,17,-5.5,45.0
2019-12-01,CIN,NYJ,22,6,2.5,43.0
2019-12-01,PIT,CLE,20,13,1.0,40.0
2019-12-01,HOU,NE,28,22,3.5,47.0
2019-12-01,IND,TEN,17,31,1.0,41.5
2019-12-01,JAX,TB,11,28,3.0,46.5
2019-12-01,DEN,LAC,23,20,4.5,39.0
2019-12-01,KC,OAK,40,9,-11.5,49.5
2019-12-01,NYG,GB,13,31,6.5,43.5
2019-12-01,CAR,WAS,21,29,-10.5,38.5
2019-12-01,ARZ,LAR,7,34,2.5,47.0
2019-12-02,SEA,MIN,37,30,-2.5,48.0
2019-12-05,CHI,DAL,31,24,3.0,43.0
2019-12-08,BUF,BAL,17,24,6.5,44.0
2019-12-08,NYJ,MIA,22,21,-5.0,47.0
2019-12-08,NE,KC,16,23,-3.0,49.5
2019-12-08,CLE,CIN,27,19,-6.5,43.0
2019-12-08,HOU,DEN,24,38,-8.0,42.5
2019-12-08,JAX,LAC,10,45,3.5,42.0
2019-12-08,OAK,TEN,21,42,3.0,47.0
2019-12-08,GB,WAS,20,15,-13.0,42.5
2019-12-08,MIN,DET,20,7,-12.0,43.5
2019-12-08,ATL,CAR,40,20,-3.5,48.0
2019-12-08,NO,SF,46,48,-1.0,45.0
2019-12-08,TB,IND,38,35,-3.0,46.5
2019-12-08,ARZ,PIT,17,23,2.5,43.5
2019-12-08,LAR,SEA,28,12,-1.0,47.5
2019-12-09,PHI,NYG,23,17,-9.5,45.5
2019-12-12,BAL,NYJ,42,21,-17.0,44.0
2019-12-15,CIN,NE,13,34,10.5,42.0
2019-12-15,PIT,BUF,10,17,-1.0,37.0
2019-12-15,TEN,HOU,21,24,-3.0,50.0
2019-12-15,KC,DEN,23,3,-10.0,43.0
2019-12-15,LAC,MIN,10,39,1.0,45.0
2019-12-15,OAK,JAC,16,20,-7.0,47.0
2019-12-15,DAL,LAR,44,21,1.0,48.5
2019-12-15,NYG,MIA,36,20,-3.5,47.0
2019-12-15,WAS,PHI,27,37,7.0,38.0
2019-12-15,DET,TB,17,38,5.5,46.0
2019-12-15,GB,CHI,21,13,-4.0,40.0
2019-12-15,CAR,SEA,24,30,6.0,48.5
2019-12-15,ARZ,CLE,38,24,3.0,49.0
2019-12-15,SF,ATL,22,29,-10.5,50.0
2019-12-16,NO,IND,34,7,-8.0,48.5
2019-12-21,NE,BUF,24,17,-7.0,38.5
2019-12-21,TB,HOU,20,23,3.0,50.0
2019-12-21,SF,LAR,34,31,-7.0,45.5
2019-12-22,MIA,CIN,38,35,1.5,46.0
2019-12-22,NYJ,PIT,16,10,3.0,36.5
2019-12-22,CLE,BAL,15,31,9.5,48.5
2019-12-22,IND,CAR,38,6,-7.5,46.0
2019-12-22,TEN,NO,28,38,3.5,49.0
2019-12-22,DEN,DET,27,17,-9.5,40.0
2019-12-22,LAC,OAK,17,24,-7.5,45.0
2019-12-22,PHI,DAL,17,9,2.0,47.0
2019-12-22,WAS,NYG,35,41,1.0,42.0
2019-12-22,CHI,KC,3,26,6.5,45.5
2019-12-22,ATL,JAC,24,12,-7.5,48.0
2019-12-22,SEA,ARI,13,27,-8.0,51.0
2019-12-23,MIN,GB,10,23,-4.0,47.0
2019-12-29,BUF,NYJ,6,13,1.5,37.0
2019-12-29,NE,MIA,24,27,-17.5,46.0
2019-12-29,BAL,PIT,28,10,2.0,35.0
2019-12-29,CIN,CLE,33,23,2.5,44.0
2019-12-29,HOU,TEN,14,35,10.0,43.0
2019-12-29,JAX,IND,38,20,5.0,41.5
2019-12-29,DEN,OAK,16,15,-5.5,41.5
2019-12-29,KC,LAC,31,21,-10.0,46.0
2019-12-29,DAL,WAS,47,16,-12.5,47.5
2019-12-29,NYG,PHI,17,34,4.0,44.0
2019-12-29,DET,GB,20,23,13.5,44.0
2019-12-29,MIN,CHI,19,21,5.0,36.5
2019-12-29,CAR,NO,10,42,13.5,45.0
2019-12-29,TB,ATL,22,28,-1.0,48.0
2019-12-29,LAR,ARI,31,24,-7.0,46.0
2019-12-29,SEA,SF,21,26,3.5,47.0
